id,distance,nearby_school_id,school_id
119586,0.0257310641,45,65
119587,0.0266307943,123,65
119588,0.0304801861,85,65
119589,0.0368842244,55,65
119590,0,65,65
119591,0.0125102255,50,57
119592,0.0136070739,56,57
119593,0.020889013,63,57
119594,0.0236832197,89,57
119595,0.0240514731,66,57
119596,0.025597855,116,57
119597,0.0258799305,43,57
119598,0.0290286947,80,57
119599,0.0297695948,86,57
119600,0,57,57
119601,0.0061895601,67,64
119602,0.010315616,78,64
119603,0.0117306878,65,64
119604,0.0147119468,76,64
119605,0.0232130064,120,64
119606,0.0301871916,123,64
119607,0.0374607678,45,64
119608,0.0394344105,102,64
119609,0.0401240329,85,64
119610,0,64,64
119611,0.00758599,38,60
119612,0.009765335,39,60
119613,0.0100309705,42,60
119614,0.0117342696,51,60
119615,0.0121166404,37,60
119616,0.0129695632,43,60
119617,0.0146391375,62,60
119618,0.02965894,86,60
119619,0.0311188946,57,60
119620,0,60,60
119621,0.0047286391,42,62
119622,0.0051558494,37,62
119623,0.0080290346,43,62
119624,0.0103126098,51,62
119625,0.0146391375,60,62
119626,0.0183257557,86,62
119627,0.0209627883,97,62
119628,0.021043459,38,62
119629,0.0233298289,88,62
119630,0,62,62
119631,0.0061895601,64,67
119632,0.0153541933,78,67
119633,0.0164494933,76,67
119634,0.0178193987,65,67
119635,0.0241749703,120,67
119636,0.0324307161,123,67
119637,0.0372709736,102,67
119638,0.041536854,113,67
119639,0.0428365636,114,67
119640,0,67,67
119641,0.0233118057,74,73
119642,0.0293486243,75,73
119643,0.0363600909,132,73
119644,0.0745372138,45,73
119645,0.0754517242,322,73
119646,0.077082885,65,73
119647,0.0811442514,64,73
119648,0.0831304289,78,73
119649,0.0845023753,133,73
119650,0,73,73
119651,0.0098750353,66,63
119652,0.0118530969,116,63
119653,0.012569982,56,63
119654,0.0147029147,80,63
119655,0.0159469775,121,63
119656,0.0194091723,89,63
119657,0.020889013,57,63
119658,0.022520262,50,63
119659,0.0225950251,79,63
119660,0,63,63
119661,0.0098750353,63,66
119662,0.0110340531,56,66
119663,0.0148653726,79,66
119664,0.0200648781,50,66
119665,0.0215359356,116,66
119666,0.0217029648,68,66
119667,0.0240514731,57,66
119668,0.0240515389,80,66
119669,0.0245158168,121,66
119670,0,66,66
119671,0.0138813738,79,68
119672,0.0217029648,66,68
119673,0.0240858869,63,68
119674,0.0259870224,121,68
119675,0.028546901,80,68
119676,0.0287049876,116,68
119677,0.032494184,56,68
