id,is_superuser,is_staff,gender,point,friend_id_list,is_push_on,created_at,block_user_id_list,hide_user_id_list,ban_status,report_count,alarm_count,pending_chat,pending_votes,group_id
837649,0,0,F,952,"[838412, 838285, 838421, 837529, 838301, 860191, 838303, 873377, 838436, 837925, 871980, 838318, 837806, 838196, 866231, 838455, 838587, 838332, 837699, 839621, 838474, 838734, 838484, 838485, 840156, 859105, 859364, 838504, 838505, 837610, 860920, 904356, 878669, 1384610]",1,"2023-04-19 06:21:26.239028",[],[],N,0,0,0,0,154
837650,0,0,F,506,"[837633, 942721, 846727, 837640, 837768, 837642, 837643, 837644, 838284, 838033, 837653, 837659, 837531, 837537, 837543, 838311, 837806, 837681, 837555, 837556, 837562, 843579, 837692, 849853, 838336, 837571, 849481, 897098, 849484, 837583, 837586, 837587, 837600, 837989, 837607, 837612, 838381, 837615, 837618, 838130, 837755, 841377]",1,"2023-04-19 06:21:30.906407","[838336, 834325]",[],N,0,1,0,41,156
837651,0,0,M,1343,"[837634, 841218, 837637, 837641, 837642, 839694, 838673, 841245, 837661, 838685, 838687, 839206, 837672, 838193, 838719, 837696, 837707, 843340, 840783, 840802, 837733, 837737, 837744, 837748, 837749, 837750, 837751, 837752, 837753, 837755, 838268, 837758, 873599, 932478, 942721, 841346, 845449, 837774, 837775, 838287, 838292, 843925, 837784, 837794, 837805, 837806, 837807, 837808, 842418, 842939, 837830, 838859, 837845, 838901, 837884, 839441, 838420, 837914, 839979, 837954, 837990, 839035, 845182, 838016, 838038, 838040, 859032, 837531, 838047, 837535, 837537, 839077, 841641, 837556, 837562, 839616, 840642, 839629, 841682, 837600, 838121, 848875, 838130, 838134, 838649, 839433, 838554, 933151]",1,"2023-04-19 06:21:32.141046",[],[],N,0,1,0,11,158
837653,0,0,F,1054,"[837633, 837637, 837640, 837643, 837644, 837650, 837659, 838172, 847906, 848425, 837681, 849463, 837692, 855102, 853068, 846441, 843883, 837742, 843894, 840825, 863867, 853120, 942721, 839815, 849056, 848032, 837806, 838336, 838343, 858825, 846544, 847058, 847583, 838381, 846579, 846583, 846603, 870670, 845598, 845086, 848171, 844079, 849718, 847169, 861528, 839523, 844138, 848754, 843637, 847733, 929661, 883075, 851856, 838033, 838038, 843670, 837531, 843165, 847261, 837537, 848804, 841637, 837543, 849831, 873905, 837555, 837556, 837562, 837565, 837571, 837583, 846799, 837586, 837587, 846803, 839126, 837600, 850404, 837607, 838631, 848361, 837612, 837615, 837618, 839155, 839666, 846943, 1106852, 1034303, 837745]",1,"2023-04-19 06:21:44.048598",[],[],N,0,1,0,181,156
837654,0,0,F,545,"[837646, 837648, 838164, 838169, 838171, 852521, 838188, 845878, 844859, 838204, 837713, 837727, 840799, 837733, 842854, 837737, 843883, 837748, 837751, 853120, 859265, 837765, 837775, 959119, 841364, 842913, 837796, 838311, 847020, 837805, 837806, 987860, 868062, 839401, 840432, 855812, 845064, 847114, 875287, 845086, 845088, 840994, 840998, 842536, 847656, 848171, 837936, 837942, 838970, 839483, 837948, 849229, 838483, 850263, 837988, 840557, 845189, 845199, 837531, 846747, 839069, 847261, 840098, 848804, 849831, 844206, 837556, 844750, 852946, 837600, 849377, 838113, 849376, 845285, 838127, 838130, 894968, 838142, 1031282, 893254, 890898, 1043441, 1579625]",1,"2023-04-19 06:21:50.713953",[],[],N,0,2,0,59,179
837655,0,0,F,633,"[837603, 838344, 861460, 886678, 989237, 1101504, 838550]",1,"2023-04-19 06:22:11.435461",[],[],N,0,1,0,3,168
837656,0,0,M,22359,"[868482, 873347, 869000, 865421, 889616, 838289, 860049, 837780, 837528, 868122, 865564, 855709, 865053, 880799, 861345, 881959, 837549, 837806, 837557, 870966, 887221, 837947, 837695, 837574, 880456, 870227, 869342, 867298, 870502, 889069, 862576, 841458, 844915, 865908, 875639, 869496, 862203, 847998, 904296, 848252, 1162152, 1258890, 876853, 1395217, 1396869, 1369580, 834008, 844369, 842339, 881795]",0,"2023-04-19 06:22:23.678769",[],[847292],N,1,0,0,0,153
837658,0,0,M,295,"[837634, 841224, 837642, 837643, 837646, 839187, 837661, 838175, 845347, 839717, 837672, 1341999, 837696, 838213, 838217, 837713, 837714, 838747, 1396315, 846429, 837731, 837733, 837737, 838762, 849513, 849514, 837744, 837750, 837751, 837755, 856191, 837760, 942721, 838284, 837775, 837776, 837784, 837790, 838824, 837804, 837805, 837806, 837807, 837815, 1365688, 1440467, 987860, 838381, 843026, 843539, 839451, 837918, 854817, 837930, 837931, 837935, 837936, 844591, 839476, 837949, 847168, 845162, 1097104, 838040, 837531, 838048, 837537, 837538, 1349030, 837543, 837544, 844714, 837556, 837562, 837565, 837570, 837571, 839113, 837583, 837587, 837600, 837612, 837618, 838135, 1405432, 1559567]",1,"2023-04-19 06:23:09.361395",[],"[840298, 838356, 842349, 838193, 845579]",N,0,2,0,115,160
837659,0,0,M,1492,"[837633, 942721, 837640, 838281, 837643, 837644, 838033, 837650, 897172, 837653, 837531, 837661, 837537, 837543, 837927, 837931, 837805, 837806, 837808, 837681, 837555, 837556, 837687, 837562, 837692, 839870, 838591, 838336, 837571, 838211, 870086, 841418, 838987, 837583, 847055, 837586, 837587, 837844, 848595, 891218, 860890, 837600, 838113, 837730, 837733, 837989, 837607, 838120, 837737, 849132, 837612, 838124, 837742, 837615, 838381, 837744, 837618, 838130, 839155, 839666, 837758, 841200, 838483, 1474042]",0,"2023-04-19 06:24:04.810986",[],[],N,0,1,0,47,156
837660,0,0,F,1773,"[837760, 837634, 843013, 848648, 837768, 837642, 837774, 837777, 838290, 843539, 838678, 837531, 837661, 837663, 841632, 839456, 839330, 839075, 841381, 852006, 837930, 861355, 839852, 837805, 837806, 839858, 837687, 837562, 843579, 837759, 880576, 1118144, 838213, 840901, 837705, 849484, 913996, 838350, 839119, 990284, 838654, 838233, 838617, 837724, 899034, 837600, 955104, 837733, 841582, 837744, 839541, 837750, 838136, 837758, 856191, 838376, 1331573]",1,"2023-04-19 06:24:05.801976",[],[],N,0,1,0,73,175
837661,0,0,M,83,"[837634, 837637, 837641, 837642, 837643, 837646, 837651, 838163, 838678, 837658, 837659, 837660, 838685, 838173, 838687, 837663, 839206, 837672, 838188, 838137, 838193, 838709, 838719, 837696, 838722, 838213, 837707, 840783, 843351, 838744, 837720, 837725, 837726, 837731, 837733, 837737, 837742, 837744, 837750, 837751, 837752, 837753, 837754, 837755, 864374, 837758, 837760, 942721, 838280, 838281, 840330, 838284, 837774, 837775, 838292, 837784, 837794, 837796, 838311, 837804, 837805, 837806, 837807, 837808, 837815, 837830, 838343, 870086, 847055, 848595, 837844, 837845, 837846, 838356, 860890, 838364, 1065693, 837860, 856811, 849132, 838901, 856311, 863993, 840442, 837884, 845064, 845579, 838420, 837914, 837918, 843048, 837930, 838442, 847154, 837942, 837954, 838980, 862542, 929616, 837988, 837990, 846188, 838016, 839554, 838024, 838038, 838040, 837531, 844700, 837535, 838047, 837537, 837538, 843683, 837543, 837544, 837555, 837556, 837562, 837571, 894405, 848327, 837583, 837587, 837600, 839654, 838119, 838120, 838121, 837612, 876527, 838128, 837618, 838130, 838132, 838134, 838649, 838138, 838142, 841200, 1252821, 1447103, 1470890, 837763, 839125, 863180, 1038949, 1095673, 1304019, 1500208, 1274347, 839154, 1559567, 1578422]",1,"2023-04-19 06:24:08.828329",[],[],N,0,0,0,0,158
837662,0,0,F,1187,"[846724, 839687, 875787, 868366, 840595, 846867, 837525, 840600, 881561, 889369, 841243, 857627, 848285, 848543, 837920, 839969, 879274, 857004, 837933, 837806, 849325, 843184, 838323, 841141, 845624, 866616, 850618, 860098, 841667, 847431, 841928, 860361, 883531, 840652, 843089, 844243, 842339, 838505, 859753, 862953, 857707, 837880, 840059, 858748, 845694, 843135, 840976, 977842, 1270760, 868630, 837780, 839690]",1,"2023-04-19 06:24:27.138371",[],[],N,0,1,0,142,180
837663,0,0,F,372,"[837760, 837633, 837634, 840192, 845442, 837642, 837774, 838159, 837777, 840721, 843028, 859925, 838166, 837531, 839836, 837660, 837661, 841631, 840608, 841504, 862749, 839075, 846119, 840361, 837931, 837805, 837806, 837936, 837555, 837942, 837687, 837815, 838329, 837562, 845883, 838464, 880576, 1118144, 837571, 838343, 990284, 1178199, 838233, 839259, 845148, 837600, 880742, 837737, 837744, 878320, 837750, 838136, 837758, 837759]",1,"2023-04-19 06:24:52.440262",[],[],N,0,1,0,51,175
837668,0,0,M,376,"[837635, 837639, 838668, 847372, 838670, 838163, 838167, 838168, 837682, 837685, 837686, 837687, 838197, 837689, 837691, 837697, 837701, 837706, 844877, 837712, 838745, 837722, 837726, 837736, 837738, 837739, 837745, 843378, 837754, 837762, 844934, 837767, 837778, 837783, 837785, 838302, 837795, 837798, 839339, 837806, 837810, 837812, 854719, 838342, 838343, 837832, 837846, 849622, 837850, 838367, 837869, 837882, 837883, 837906, 838423, 838427, 837922, 837924, 843048, 837934, 838961, 837940, 843067, 837956, 837980, 838492, 837984, 837991, 870773, 838017, 838032, 838035, 837531, 837536, 837541, 837560, 837563, 838590, 838602, 837597, 838114, 837604, 837613, 838128, 929616, 850600, 847350, 1028352, 879090, 837585, 848080]",1,"2023-04-19 06:25:41.168241",[],[838338],N,0,0,0,18,162
837669,0,0,F,1721,"[838146, 837647, 868882, 849439, 897569, 1027116, 837677, 858673, 859703, 838202, 837699, 878661, 838734, 838227, 879703, 837723, 837735, 838759, 838771, 866428, 838285, 875150, 838293, 838295, 852636, 838301, 838303, 838304, 838825, 838315, 851115, 838318, 837806, 890549, 838332, 838340, 838854, 867527, 838344, 862934, 838875, 838369, 869089, 838373, 851178, 850161, 872189, 849663, 850692, 838407, 850708, 839445, 985876, 838429, 837920, 850208, 838446, 869678, 838453, 890188, 838495, 838504, 838505, 850284, 867705, 840059, 838535, 859530, 838544, 837525, 862108, 846245, 838578, 866230, 876988, 850878, 912831, 839621, 840134, 838597, 869327, 839124, 859609, 868836, 878054, 883175, 838638, 837617]",0,"2023-04-19 06:25:45.786252",[],[837610],N,0,1,0,176,174
837670,0,0,F,1409,"[838528, 839042, 840850, 837527, 838556, 838557, 837792, 841504, 838178, 838691, 837671, 838186, 838445, 840245, 839096, 838337, 838349, 838861, 839250, 839764, 840021, 838359, 838111, 838112, 838879, 838626, 838371, 840931, 839663, 837623, 839672, 838905, 837757, 842511, 838366, 839887]",1,"2023-04-19 06:25:53.469851",[],[],N,0,1,0,1,152
837671,0,0,F,414,"[838528, 838658, 839042, 839555, 838031, 839314, 837527, 838556, 838557, 837792, 841504, 838178, 838691, 837670, 838183, 839207, 838314, 838186, 839212, 838445, 837809, 840245, 839096, 838329, 837694, 838337, 838850, 837959, 838472, 838349, 838478, 844877, 839250, 848475, 838620, 838111, 838496, 839165, 838626, 838371, 838112, 840931, 837608, 838378, 839663, 838517, 837623, 839672, 838908, 837757, 862269, 838584, 1528265]",1,"2023-04-19 06:26:18.047477",[],[],N,0,1,0,5,152
837672,0,0,M,181,"[837634, 841218, 837637, 837641, 837642, 837646, 839694, 838673, 840721, 837651, 838164, 837658, 837661, 838173, 838687, 838177, 839206, 844847, 838193, 838719, 837696, 837697, 838729, 837707, 843340, 840783, 837725, 837728, 840802, 837731, 837733, 837737, 837742, 837744, 839794, 837748, 837749, 837750, 837751, 837752, 837753, 1353849, 837755, 838268, 837758, 873599, 837760, 942721, 841346, 837759, 837774, 837775, 838292, 843925, 837784, 838299, 837794, 837802, 837805, 837806, 837807, 837808, 842418, 838859, 837844, 837845, 838356, 837860, 849132, 838901, 856311, 837884, 838909, 838420, 837914, 837915, 844591, 837948, 837954, 837988, 837990, 838510, 839035, 842623, 838016, 838024, 838038, 840599, 838040, 859032, 838554, 837531, 837535, 838047, 837537, 837538, 843683, 842658, 838566, 838058, 837556, 923062, 837562, 840642, 837583, 837600, 838121, 848875, 838127, 838130, 838649, 1474042, 846846, 1559567]",1,"2023-04-19 06:26:35.059081",[],[],N,0,1,0,49,158
837675,0,0,F,64,"[838146, 839621, 838315, 838412, 839348, 840156, 837806, 851593, 861106, 838505, 873377, 889349, 890549, 1029028]",0,"2023-04-19 06:27:06.677050",[],[834325],N,0,0,0,0,181
837677,0,0,F,105,"[838146, 1463303, 838407, 839178, 838669, 838285, 838926, 838544, 985876, 838421, 837526, 838295, 838549, 1441300, 1213332, 838301, 838303, 838304, 873377, 958371, 837669, 838054, 838825, 839849, 838315, 838318, 838446, 837806, 838449, 838578, 858673, 838196, 838453, 989237, 1443510, 838202, 838587, 1101504, 1473090, 837699, 838340, 839621, 838344, 838734, 869327, 1373647, 1473489, 838227, 839124, 838360, 837723, 838875, 838495, 838369, 838756, 837735, 838759, 838504, 838505, 1364458, 964077, 838638, 839423]",1,"2023-04-19 06:27:30.421937",[],[],N,0,1,0,51,45
837681,0,0,F,221,"[837633, 837640, 837643, 837644, 838033, 837650, 837653, 837531, 837659, 837537, 837543, 837805, 837555, 837556, 837562, 837692, 838336, 837571, 838343, 837583, 837586, 837587, 837600, 839523, 837989, 837607, 837612, 838381, 837615, 837618, 837806, 942721, 1118144, 838649, 840412]",1,"2023-04-19 06:27:44.873592",[],[],N,0,1,0,2,156
837682,0,0,M,25,"[837635, 838020, 837767, 837774, 838032, 838929, 837778, 837783, 838167, 837785, 838168, 838041, 838042, 847260, 837922, 837539, 837668, 837798, 837754, 838010, 837806, 838961, 837810, 837939, 837812, 838580, 837686, 838709, 837689, 838338, 837956, 837701, 837832, 838857, 837706, 838992, 837585, 837841, 837720, 837721, 837722, 837848, 837724, 837597, 839262, 837991, 837738, 837739, 837613, 837869, 838648, 837882, 837883, 857496, 850558, 929616]",1,"2023-04-19 06:28:00.702257",[],[],N,0,1,0,5,161
837683,0,0,F,1457,"[837603, 837928, 838369, 838550, 982046, 1101504]",1,"2023-04-19 06:28:15.161837",[],[],N,0,0,0,0,182
837685,0,0,F,1342,"[837632, 838017, 837635, 837639, 837767, 838668, 838167, 837785, 838041, 837915, 838302, 837922, 837668, 837798, 837754, 837806, 838709, 876729, 837691, 837956, 838342, 838343, 838602, 837712, 837720, 837721, 837722, 838235, 837597, 837726, 839654, 837736, 837738, 837613, 837869, 837882, 837883, 838012, 839075, 842151, 1053502]",1,"2023-04-19 06:28:52.536732",[],[],N,0,0,0,0,172
837686,0,0,F,729,"[837632, 837634, 837635, 837639, 837642, 838165, 840732, 837668, 840747, 837682, 838194, 837689, 846395, 837691, 837694, 837697, 838213, 837705, 839250, 838743, 837720, 837722, 845403, 837724, 837732, 837736, 837738, 837739, 837745, 837746, 837754, 837762, 966278, 1575558, 840843, 837775, 837778, 838290, 837783, 837785, 838300, 837795, 837797, 837798, 843944, 837803, 837809, 837810, 839345, 838329, 838338, 838342, 838343, 837832, 837835, 837841, 846551, 837850, 843491, 844518, 837869, 837882, 837883, 837900, 837906, 843539, 838427, 837922, 837924, 837926, 843048, 837934, 839475, 837940, 838457, 838972, 837956, 847172, 838480, 929616, 838492, 847709, 837982, 837984, 838496, 841056, 837991, 838512, 840560, 858997, 850296, 838010, 838013, 841598, 838528, 839555, 843664, 838551, 843672, 838558, 837536, 838560, 837539, 838060, 838580, 837560, 837563, 838588, 867803, 837597, 837600, 838114, 837604, 839654, 837613, 838128, 838133]",1,"2023-04-19 06:28:55.908374",[],[837712],N,0,0,0,0,161
837687,0,0,F,1515,"[837760, 837634, 848648, 838281, 837642, 844045, 837774, 838159, 837906, 843539, 843026, 837531, 843419, 837660, 837659, 838300, 838048, 837790, 837663, 839075, 837668, 838824, 846633, 837930, 837931, 837805, 837934, 837555, 843064, 837758, 843579, 838591, 838213, 849349, 848327, 838217, 844114, 840147, 838654, 868310, 844248, 838233, 839003, 846429, 842591, 837600, 838113, 840802, 838502, 839527, 842349, 837744, 839537, 838899, 838132, 837750, 837751, 838136, 838138, 838142, 837759, 841200, 880576, 990284, 1118144, 942721, 935677, 843351, 1474042]",1,"2023-04-19 06:29:01.647129",[],[],N,0,0,0,2,175
837689,0,0,M,156,"[837632, 837635, 838668, 838670, 838163, 838165, 838167, 837668, 837682, 838197, 837686, 838709, 843317, 837691, 837697, 837701, 837706, 844877, 837712, 837721, 837722, 838235, 837724, 838745, 838234, 837732, 837736, 837738, 837739, 837746, 837754, 837755, 837762, 844934, 837767, 837778, 837783, 837785, 838302, 837793, 837795, 837797, 837798, 837803, 837810, 837812, 839868, 838338, 838342, 837832, 837839, 848080, 837841, 837846, 837848, 837850, 838367, 837869, 841455, 837882, 837883, 837900, 837906, 837907, 838423, 838427, 837922, 850723, 837924, 837926, 837934, 838961, 837939, 837940, 839477, 838972, 837956, 868170, 838991, 837980, 837982, 837984, 837991, 838509, 838512, 858997, 838012, 838013, 846716, 838017, 838020, 839044, 838032, 838042, 837531, 837536, 847266, 837541, 838060, 838580, 837560, 837563, 837585, 837597, 838114, 837604, 839654, 837613, 838859, 1322044, 837745, 838168]",1,"2023-04-19 06:29:13.539006",[834325],"[838168, 837745]",N,0,1,0,20,162
837691,0,0,F,301,"[837632, 838017, 837762, 837635, 837639, 837767, 838668, 837906, 837783, 838041, 837785, 837915, 838302, 837536, 837922, 837668, 837541, 837798, 843048, 837882, 837803, 837806, 837940, 837685, 837686, 837812, 837560, 837689, 838709, 837563, 843067, 854719, 837697, 838338, 837571, 837956, 837701, 838343, 837832, 837706, 838602, 844877, 837712, 837841, 837720, 837721, 837722, 838235, 838492, 837597, 837726, 837984, 837732, 837604, 837991, 837738, 837739, 837613, 837869, 838512, 838128, 837754, 837883, 838012, 929616, 841301]",1,"2023-04-19 06:30:23.785789",[],[],N,0,0,0,0,172
837692,0,0,F,1075,"[837633, 942721, 837640, 837643, 837644, 838033, 837650, 839571, 837653, 844182, 841626, 837531, 837659, 841630, 837537, 841635, 837543, 837805, 837806, 837681, 837555, 837556, 837562, 838336, 837571, 838343, 837583, 837586, 837587, 841429, 837600, 837989, 837607, 841319, 837612, 838381, 841582, 837615, 837618, 838649]",1,"2023-04-19 06:30:37.874793",[],[],N,0,1,0,22,156
837693,0,0,F,441,"[838669, 838545, 837781, 838295, 838297, 838303, 838304, 839592, 838315, 838316, 837806, 838581, 838455, 838202, 837703, 838734, 839124, 837723, 840156, 838623, 871397, 838505, 879264, 889349, 1454771, 1356515, 838117, 1273230, 862421, 1029028]",1,"2023-04-19 06:30:41.994284",[],[],N,0,1,0,0,151
837694,0,0,M,1681,"[838528, 839042, 839555, 839558, 838918, 839049, 838031, 837527, 837531, 838557, 839840, 841504, 838178, 837671, 838314, 838187, 838445, 839215, 839218, 837686, 839350, 838329, 838337, 837697, 837959, 838472, 838856, 838349, 838478, 839250, 839764, 837589, 838496, 842338, 838371, 840931, 837608, 838378, 843118, 839672, 838905, 839165, 843939, 841460]",1,"2023-04-19 06:31:07.494430",[],[],N,0,1,0,0,183
837695,0,0,M,570,"[862080, 857473, 857602, 868482, 861830, 859783, 861576, 866953, 861452, 865678, 855825, 862609, 860049, 860692, 838933, 851222, 874899, 855832, 837528, 837656, 859802, 869402, 869272, 870557, 857499, 858232, 861606, 871208, 865705, 862506, 870186, 837549, 837806, 863151, 867245, 873262, 865716, 837557, 860598, 869047, 870966, 861241, 868410, 837947, 873659, 868161, 860481, 862659, 837574, 855752, 866120, 869960, 859468, 867150, 837711, 867152, 862417, 869203, 859990, 869206, 869211, 857825, 861158, 862441, 837740, 841458, 857206, 858614, 859896, 851324, 873847, 837747, 874683, 1024379, 1188737, 861775, 1258890, 1351599, 1395217, 1396869, 869051, 1277746, 851770, 864060, 1023569]",1,"2023-04-19 06:31:12.216605",[],[],N,0,1,0,3,153
837696,0,0,M,1738,"[837634, 837642, 837643, 837646, 837651, 838678, 837658, 838685, 837661, 837672, 838193, 838722, 838213, 837707, 840783, 837714, 841306, 838747, 840799, 837730, 837737, 838762, 849513, 849514, 837744, 837745, 837750, 837751, 864374, 837755, 837758, 837760, 942721, 838281, 838284, 837775, 837776, 838800, 837784, 837790, 838311, 837804, 837805, 837806, 837807, 837808, 837815, 870086, 841418, 848595, 837844, 838356, 838364, 845064, 845579, 838420, 838442, 837931, 837935, 837949, 838980, 837990, 838040, 837531, 838048, 837538, 837544, 837562, 837565, 837570, 837571, 848327, 837583, 837600, 838113, 838120, 837615, 838130, 837618, 838138, 838142, 1474042, 839870, 839125, 863180, 1379705, 1038949, 1578422]",1,"2023-04-19 06:32:04.507102",[],[],N,0,0,0,72,160
837697,0,0,F,43,"[837632, 838657, 837635, 837639, 838665, 838668, 838670, 838159, 838165, 838167, 838680, 837668, 837672, 838709, 837686, 843317, 839224, 840760, 837689, 837691, 839228, 837694, 837701, 837706, 847947, 840275, 847955, 837720, 837721, 837722, 838235, 837724, 837726, 837731, 837732, 837734, 837736, 837738, 837739, 837742, 837746, 837754, 837755, 837762, 837767, 838284, 837775, 838799, 837778, 837783, 837784, 837785, 838302, 837793, 837795, 837797, 837798, 840360, 837803, 837805, 837806, 853681, 837810, 837812, 1078465, 838338, 838342, 838343, 837832, 838855, 838857, 838859, 837839, 837841, 837846, 837848, 837850, 837860, 838378, 837869, 846577, 848120, 837882, 837883, 837900, 837906, 837907, 837915, 838427, 837922, 850723, 837926, 846122, 837934, 838961, 837939, 837940, 837941, 838972, 837956, 839495, 838992, 838481, 837980, 838492, 837982, 837984, 838496, 839012, 837991, 838509, 839533, 838512, 844153, 838010, 838523, 838012, 838013, 846716, 838528, 838017, 839558, 838035, 838041, 838042, 837531, 837536, 837537, 837539, 837541, 838060, 838579, 837556, 837560, 837561, 837563, 837571, 838602, 845274, 837597, 837600, 837604, 839654, 839660, 837613, 845296, 838643, 849395, 838133, 838137]",1,"2023-04-19 06:32:11.385522",[],[],N,0,0,0,25,185
837698,0,0,F,2622,"[840198, 847624, 839179, 850958, 849684, 881047, 838935, 889369, 838170, 837787, 837788, 841243, 837786, 838043, 837789, 881561, 838050, 862498, 837791, 848543, 838437, 839973, 837801, 837806, 851758, 838960, 833202, 838198, 838327, 861751, 849337, 840506, 849856, 840140, 837837, 837838, 840652, 837968, 849365, 839638, 838871, 1251741, 838627, 875674, 1270760, 860910, 899316, 837881, 840059, 1526525, 987646, 1551958]",1,"2023-04-19 06:32:11.564260",[],[],N,0,1,0,67,186
837699,0,0,F,1038,"[838146, 884997, 889349, 838535, 839178, 838412, 838285, 838926, 838160, 837649, 838544, 985876, 838421, 838422, 838295, 838549, 837529, 838301, 838303, 838304, 838305, 873377, 838436, 837925, 837669, 904356, 838825, 838315, 1027116, 837677, 838318, 838446, 837806, 884657, 838578, 874418, 838196, 838581, 838324, 838455, 838453, 989237, 838202, 838587, 838332, 876988, 868289, 838340, 838597, 839621, 840134, 838344, 874057, 838474, 838734, 869327, 838227, 838484, 838357, 839124, 869461, 838360, 837723, 838875, 840156, 996443, 838495, 838372, 837735, 838504, 872041, 837610, 838759, 838638]",0,"2023-04-19 06:32:40.067460",[],[],N,0,1,0,0,154
837701,0,0,F,101,"[838017, 837635, 843143, 838159, 838032, 845967, 837778, 838165, 838167, 838168, 838041, 838427, 842012, 837793, 837922, 837795, 837668, 837797, 837798, 837803, 838060, 837755, 837934, 837806, 838961, 837682, 837812, 837940, 838197, 837560, 837689, 837563, 837691, 838972, 842558, 837697, 838338, 837956, 838857, 837706, 844882, 839251, 838615, 837848, 837721, 837850, 838235, 837724, 837597, 837982, 837598, 839654, 837991, 837738, 837613, 837869, 838512, 838518, 837882, 837883, 838617, 873439, 837585]",0,"2023-04-19 06:32:44.538360",[],[],N,0,1,0,36,166
837702,0,0,F,3890,"[857602, 840198, 839687, 860680, 871944, 839179, 858635, 837647, 868880, 841243, 838174, 860705, 865315, 860207, 860209, 869940, 858169, 868410, 841278, 858706, 839774, 866911, 839792, 858741, 839799, 865925, 857744, 841210, 858261, 857242, 860321, 863908, 854694, 861864, 837806, 859319, 845502, 970435, 841928, 857804, 837838, 858320, 863449, 869083, 858332, 839399, 838380, 855790, 858871, 859896, 858364, 837886, 877823, 860931, 857348, 857861, 862469, 864005, 859401, 866077, 863520, 838437, 864566, 855865, 858941, 839494, 862539, 870736, 856916, 860507, 853344, 993121, 993122, 874342, 840042, 871275, 838005, 840059, 845694, 859520, 863617, 860038, 862087, 857485, 858511, 859539, 861588, 862102, 838050, 861604, 864678, 857513, 871854, 859056, 859058, 837558, 862657, 840652, 841174, 863705, 858602, 862197, 859130, 857598, 840191, 840407, 862445, 994401, 841458, 848616, 858204]",1,"2023-04-19 06:33:05.582890",[],[],N,0,0,0,0,187
837703,0,0,F,3863,"[869250, 878338, 889349, 876556, 838669, 877328, 838545, 878099, 837781, 837526, 838295, 838297, 838298, 872094, 838303, 838304, 849442, 839592, 838316, 837806, 839348, 838581, 838455, 838202, 837693, 1003586, 839621, 838734, 839124, 838484, 837723, 840156, 838623, 878563, 848996, 1270760, 838505, 839670, 839038]",1,"2023-04-19 06:33:16.811438",[],[],N,0,0,0,0,151
837704,0,0,M,1198,"[881472, 873252, 881158, 837740, 837806, 880847, 838933, 880823, 876668, 880126, 881907, 884506, 884521, 884565, 887103, 891536, 888924, 881986, 892960]",1,"2023-04-19 06:33:19.893257",[],[],N,0,1,0,25,188
837705,0,0,F,102,"[839815, 838024, 837640, 841224, 837643, 838286, 843539, 838292, 838040, 837784, 837531, 837660, 838177, 837794, 838135, 838180, 839717, 837805, 837806, 837808, 837686, 843064, 839870, 840639, 837830, 849748, 837845, 839126, 853593, 841308, 839773, 846429, 849373, 837600, 839778, 837731, 837860, 839666, 839282, 837751, 837752, 837753, 843006, 856191, 987347, 987860, 841200, 837804, 841377, 1053838, 942721, 839324, 1559567]",1,"2023-04-19 06:33:35.288200",[],[],N,0,1,0,10,189
837706,0,0,F,834,"[837632, 837635, 837639, 838668, 838159, 838165, 838167, 837668, 837682, 838709, 843317, 837689, 837691, 837697, 837701, 844877, 844882, 837721, 837722, 838235, 837724, 837726, 837732, 837738, 837739, 837745, 837754, 837762, 837767, 837778, 837785, 837793, 837795, 837797, 837798, 837803, 837806, 837810, 837812, 838338, 838342, 838343, 837832, 837839, 837841, 837846, 837850, 837869, 837882, 837883, 837900, 837906, 837907, 838427, 845596, 837922, 837926, 837934, 837939, 837940, 837956, 838481, 837980, 837982, 837984, 837991, 838512, 838012, 838017, 838020, 839044, 838032, 838035, 838041, 837536, 837539, 837541, 838060, 837560, 837563, 838614, 837597, 837598, 837604, 839654, 837613, 847350, 838211, 840221, 1144652]",1,"2023-04-19 06:34:06.691192",[],[],N,0,1,0,17,166
837707,0,0,M,110,"[848386, 837637, 837641, 837642, 837646, 837651, 838685, 837661, 838687, 839206, 837672, 838193, 838719, 837696, 838211, 838213, 840783, 837731, 837737, 837742, 837744, 837750, 837751, 837752, 837753, 864374, 837755, 837758, 837760, 840330, 838284, 837775, 838292, 837784, 837805, 837806, 837807, 837808, 864945, 870086, 841418, 847055, 848595, 837844, 837845, 838364, 837860, 849132, 838901, 840442, 837884, 838420, 841495, 837914, 837942, 837954, 838980, 838987, 891218, 837990, 846188, 838016, 839554, 838038, 838040, 837531, 837535, 838047, 843683, 838058, 837562, 838614, 837600, 838121, 841200, 838130, 839666, 838132, 838649, 942721, 876527, 1474042, 839668, 839125, 844440, 1559567, 837749, 1578422]",1,"2023-04-19 06:34:26.060598",[],[],N,0,0,0,7,158
