id,address,student_count,school_type
942,"전라북도 군산시",161,M
943,"전라북도 군산시",152,H
944,"전라북도 군산시",8,M
945,"전라북도 군산시",0,H
946,"전라북도 군산시",163,M
947,"전라북도 군산시",277,H
948,"전라북도 군산시",206,M
949,"전라북도 군산시",318,M
950,"전라북도 군산시",65,H
951,"전라북도 군산시",65,M
952,"전라북도 군산시",115,H
953,"전라북도 군산시",5,M
954,"전라북도 군산시",77,H
955,"전라북도 군산시",227,M
956,"전라북도 군산시",198,M
957,"전라북도 군산시",236,M
958,"전라북도 군산시",143,H
959,"전라북도 고창군",2,M
960,"전라북도 고창군",168,H
961,"전라북도 고창군",1,H
962,"전라북도 고창군",2,M
963,"전라북도 고창군",0,M
964,"전라북도 고창군",4,M
965,"전라북도 고창군",0,M
966,"전라북도 고창군",1,M
967,"전라북도 고창군",0,M
968,"전라북도 고창군",5,M
969,"전라북도 고창군",13,M
970,"전라북도 고창군",90,H
971,"전라북도 고창군",88,M
972,"전라북도 고창군",0,M
973,"전라북도 고창군",3,M
974,"전라북도 고창군",228,H
975,"전라북도 고창군",10,M
976,"전라북도 고창군",16,M
977,"전라북도 고창군",64,H
978,"전라북도 고창군",21,H
979,"전라남도 화순군",197,M
980,"전라남도 화순군",163,M
981,"전라남도 화순군",354,H
982,"전라남도 화순군",166,H
983,"전라남도 화순군",3,M
984,"전라남도 화순군",56,H
985,"전라남도 화순군",1,M
986,"전라남도 화순군",1,M
987,"전라남도 화순군",2,M
988,"전라남도 화순군",1,M
989,"전라남도 화순군",0,M
990,"전라남도 화순군",11,M
991,"전라남도 화순군",70,M
992,"전라남도 화순군",268,H
993,"전라남도 해남군",15,M
994,"전라남도 해남군",90,H
995,"전라남도 해남군",3,M
996,"전라남도 해남군",2,M
997,"전라남도 해남군",0,M
998,"전라남도 해남군",189,M
999,"전라남도 해남군",257,H
1000,"전라남도 해남군",203,M
1001,"전라남도 해남군",160,H
1002,"전라남도 해남군",54,H
1003,"전라남도 해남군",6,M
