id,is_voted,created_at,question_id,is_skipped
1000876,1,"2023-04-28 12:35:15",183,0
1000877,1,"2023-04-28 12:35:15",324,0
1000920,1,"2023-04-28 12:35:19",256,0
1000921,1,"2023-04-28 12:35:19",171,0
1000922,1,"2023-04-28 12:35:19",198,0
1000923,1,"2023-04-28 12:35:19",293,0
1000924,1,"2023-04-28 12:35:19",115,0
1000926,1,"2023-04-28 12:35:19",223,0
1000927,1,"2023-04-28 12:35:19",161,0
1000978,1,"2023-04-28 12:35:24",279,0
1000979,1,"2023-04-28 12:35:24",267,0
1000980,1,"2023-04-28 12:35:24",145,0
1000981,1,"2023-04-28 12:35:24",256,0
1000982,1,"2023-04-28 12:35:24",217,0
1000983,1,"2023-04-28 12:35:24",178,0
1000984,1,"2023-04-28 12:35:24",244,0
1000985,1,"2023-04-28 12:35:24",260,0
1000986,1,"2023-04-28 12:35:24",208,0
1000987,1,"2023-04-28 12:35:24",316,0
1001048,1,"2023-04-28 12:35:34",296,0
1001049,1,"2023-04-28 12:35:34",214,0
1001053,1,"2023-04-28 12:35:34",191,0
1001054,1,"2023-04-28 12:35:34",157,0
1001055,1,"2023-04-28 12:35:34",271,0
1001057,1,"2023-04-28 12:35:34",325,0
1001139,1,"2023-04-28 12:35:45",132,0
1001141,1,"2023-04-28 12:35:45",106,0
1001142,1,"2023-04-28 12:35:45",246,0
1001143,1,"2023-04-28 12:35:45",258,0
1001144,1,"2023-04-28 12:35:45",161,0
1001145,1,"2023-04-28 12:35:45",267,0
1001146,1,"2023-04-28 12:35:45",296,0
1001147,1,"2023-04-28 12:35:45",150,0
1001298,1,"2023-04-28 12:36:03",277,0
1001299,1,"2023-04-28 12:36:03",237,0
1001300,1,"2023-04-28 12:36:03",272,0
1001301,1,"2023-04-28 12:36:03",179,0
1001302,1,"2023-04-28 12:36:03",301,0
1001303,1,"2023-04-28 12:36:03",212,0
1001304,1,"2023-04-28 12:36:03",104,0
1001305,1,"2023-04-28 12:36:03",300,0
1001306,1,"2023-04-28 12:36:03",307,0
1001307,1,"2023-04-28 12:36:03",197,0
1001608,1,"2023-04-28 12:36:53",219,0
1001609,1,"2023-04-28 12:36:53",227,0
1001610,1,"2023-04-28 12:36:53",300,0
1001611,1,"2023-04-28 12:36:53",104,0
1001612,1,"2023-04-28 12:36:53",162,0
1001613,1,"2023-04-28 12:36:53",200,0
1001614,1,"2023-04-28 12:36:53",159,0
1001615,1,"2023-04-28 12:36:53",134,0
1001616,1,"2023-04-28 12:36:53",210,0
1001617,1,"2023-04-28 12:36:53",252,0
1001728,1,"2023-04-28 12:37:10",186,0
1001729,1,"2023-04-28 12:37:10",315,0
1001731,1,"2023-04-28 12:37:10",178,0
1001732,1,"2023-04-28 12:37:10",295,0
1001733,1,"2023-04-28 12:37:10",261,0
1001736,1,"2023-04-28 12:37:10",123,0
1001737,1,"2023-04-28 12:37:10",151,0
1001788,1,"2023-04-28 12:37:24",203,0
1001789,1,"2023-04-28 12:37:24",291,0
1001790,1,"2023-04-28 12:37:24",146,0
1001792,1,"2023-04-28 12:37:24",270,0
1001793,1,"2023-04-28 12:37:24",140,0
1001794,1,"2023-04-28 12:37:24",298,0
1001795,1,"2023-04-28 12:37:24",286,0
1001796,1,"2023-04-28 12:37:24",136,0
1001797,1,"2023-04-28 12:37:24",294,0
1002129,1,"2023-04-28 12:38:36",182,0
1002132,1,"2023-04-28 12:38:36",113,0
1002136,1,"2023-04-28 12:38:36",234,0
1002137,1,"2023-04-28 12:38:36",311,0
1002498,1,"2023-04-28 12:39:59",269,0
1002499,1,"2023-04-28 12:39:59",236,0
1002500,1,"2023-04-28 12:39:59",317,0
1002502,1,"2023-04-28 12:39:59",296,0
1002503,1,"2023-04-28 12:39:59",152,0
1002504,1,"2023-04-28 12:39:59",320,0
1002505,1,"2023-04-28 12:39:59",118,0
1002506,1,"2023-04-28 12:39:59",291,0
1002507,1,"2023-04-28 12:39:59",243,0
1002629,1,"2023-04-28 12:40:33",313,0
1002633,1,"2023-04-28 12:40:33",269,0
1002634,1,"2023-04-28 12:40:33",178,0
1002635,1,"2023-04-28 12:40:33",306,0
1002998,1,"2023-04-28 12:41:46",305,0
1002999,1,"2023-04-28 12:41:46",167,0
1003000,1,"2023-04-28 12:41:46",129,0
1003001,1,"2023-04-28 12:41:46",170,0
1003002,1,"2023-04-28 12:41:46",172,0
1003003,1,"2023-04-28 12:41:46",115,0
1003004,1,"2023-04-28 12:41:46",259,0
1003005,1,"2023-04-28 12:41:46",123,0
1003006,1,"2023-04-28 12:41:46",226,0
1003007,1,"2023-04-28 12:41:46",154,0
1003298,1,"2023-04-28 12:42:46",187,0
1003299,1,"2023-04-28 12:42:46",182,0
1003303,1,"2023-04-28 12:42:47",108,0
1003348,1,"2023-04-28 12:42:55",213,0
1003349,1,"2023-04-28 12:42:55",232,0
1003351,1,"2023-04-28 12:42:55",169,0
1003352,1,"2023-04-28 12:42:55",148,0
1003354,1,"2023-04-28 12:42:55",241,0
